15.8191	1.10157	3	1	7	42	
15.58	-10	7	0	7	7	
2	13.06	1	-90	7	1	


-21.6653	-15.838	5	70	7	19	
1.13657	-2.86343	3	45	7	13	
-5.14802	9.61009	2	9	7	31	
15.8491	1.1021	3	1	7	42	
15.65	-10	7	0	7	7	
2	13.05	1	-90	7	1	


-21.6482	-15.791	5	70	7	19	
1.15779	-2.84221	3	45	7	13	
-5.12826	9.61322	2	9	7	31	
15.8791	1.10262	3	1	7	42	
15.72	-10	7	0	7	7	
2	13.04	1	-90	7	1	


-21.6311	-15.744	5	70	7	19	
1.179	-2.821	3	45	7	13	
-5.10851	9.61635	2	9	7	31	
15.9091	1.10314	3	1	7	42	
15.79	-10	7	0	7	7	
2	13.03	1	-90	7	1	


-21.614	-15.697	5	70	7	19	
1.20021	-2.79979	3	45	7	13	
-5.08875	9.61948	2	9	7	31	
15.9391	1.10367	3	1	7	42	
15.86	-10	7	0	7	7	
2	13.02	1	-90	7	1	


-21.5969	-15.6501	5	70	7	19	
1.22143	-2.77857	3	45	7	13	
-5.069	9.62261	2	9	7	31	
15.9691	1.10419	3	1	7	42	
15.93	-10	7	0	7	7	
2	13.01	1	-90	7	1	


-21.5952	-15.6454	5	70	7	19	
1.22355	-2.77645	3	45	7	13	
-5.06703	9.62292	2	9	7	31	
15.9721	1.10424	3	1	7	42	
15.937	-10	7	0	7	7	
2	13.009	1	-90	7	1	


-21.5935	-15.6407	5	70	7	19	
1.22567	-2.77433	3	45	7	13	
-5.06505	9.62323	2	9	7	31	
15.9751	1.1043	3	1	7	42	
15.944	-10	7	0	7	7	
2	13.008	1	-90	7	1	


-21.5918	-15.636	5	70	7	19	
1.22779	-2.77221	3	45	7	13	
-5.06307	9.62355	2	9	7	31	
15.9781	1.10435	3	1	7	42	
15.951	-10	7	0	7	7	
2	13.007	1	-90	7	1	


-21.5901	-15.6313	5	70	7	19	
1.22991	-2.77009	3	45	7	13	
-5.0611	9.62386	2	9	7	31	
15.9811	1.1044	3	1	7	42	
15.958	-10	7	0	7	7	
2	13.006	1	-90	7	1	


-21.5883	-15.6266	5	70	7	19	
1.23203	-2.76797	3	45	7	13	
-5.05912	9.62417	2	9	7	31	
15.9841	1.10445	3	1	7	42	
15.965	-10	7	0	7	7	
2	13.005	1	-90	7	1	


-21.5866	-15.6219	5	70	7	19	
1.23416	-2.76584	3	45	7	13	
-5.05715	9.62449	2	9	7	31	
15.9871	1.10451	3	1	7	42	
15.972	-10	7	0	7	7	
2	13.004	1	-90	7	1	


-21.5849	-15.6172	5	70	7	19	
1.23628	-2.76372	3	45	7	13	
-5.05517	9.6248	2	9	7	31	
15.9901	1.10456	3	1	7	42	
15.979	-10	7	0	7	7	
2	13.003	1	-90	7	1	


-21.5832	-15.6125	5	70	7	19	
1.2384	-2.7616	3	45	7	13	
-5.0532	9.62511	2	9	7	31	
15.9931	1.10461	3	1	7	42	
15.986	-10	7	0	7	7	
2	13.002	1	-90	7	1	


-21.5815	-15.6078	5	70	7	19	
1.24052	-2.75948	3	45	7	13	
-5.05122	9.62542	2	9	7	31	
15.9961	1.10466	3	1	7	42	
15.993	-10	7	0	7	7	
2	13.001	1	-90	7	1	


-21.5813	-15.6073	5	70	7	19	
1.24073	-2.75927	3	45	7	13	
-5.05102	9.62546	2	9	7	31	
15.9964	1.10467	3	1	7	42	
15.9937	-10	7	0	7	7	
2	13.0009	1	-90	7	1	


-21.5812	-15.6068	5	70	7	19	
1.24094	-2.75906	3	45	7	13	
-5.05083	9.62549	2	9	7	31	
15.9967	1.10467	3	1	7	42	
15.9944	-10	7	0	7	7	
2	13.0008	1	-90	7	1	


-21.581	-15.6064	5	70	7	19	
1.24116	-2.75884	3	45	7	13	
-5.05063	9.62552	2	9	7	31	
15.997	1.10468	3	1	7	42	
15.9951	-10	7	0	7	7	
2	13.0007	1	-90	7	1	


-21.5808	-15.6059	5	70	7	19	
1.24137	-2.75863	3	45	7	13	
-5.05043	9.62555	2	9	7	31	
15.9973	1.10468	3	1	7	42	
15.9958	-10	7	0	7	7	
2	13.0006	1	-90	7	1	


-21.5807	-15.6054	5	70	7	19	
1.24158	-2.75842	3	45	7	13	
-5.05023	9.62558	2	9	7	31	
15.9976	1.10469	3	1	7	42	
15.9965	-10	7	0	7	7	
2	13.0005	1	-90	7	1	


-21.5805	-15.605	5	70	7	19	
1.24179	-2.75821	3	45	7	13	
-5.05004	9.62561	2	9	7	31	
15.9979	1.10469	3	1	7	42	
15.9972	-10	7	0	7	7	
2	13.0004	1	-90	7	1	


-21.5803	-15.6045	5	70	7	19	
1.242	-2.758	3	45	7	13	
-5.04984	9.62564	2	9	7	31	
15.9982	1.1047	3	1	7	42	
15.9979	-10	7	0	7	7	
2	13.0003	1	-90	7	1	


-21.5801	-15.604	5	70	7	19	
1.24222	-2.75778	3	45	7	13	
-5.04964	9.62568	2	9	7	31	
15.9985	1.1047	3	1	7	42	
15.9986	-10	7	0	7	7	
2	13.0002	1	-90	7	1	


-21.5784	-15.5993	5	70	7	19	
1.24434	-2.75566	3	45	7	13	
-5.04767	9.62599	2	9	7	31	
16.0015	1.10476	3	1	7	42	
16.0056	-10	7	0	7	7	
2	12.9992	1	-90	7	1	


-21.5613	-15.5523	5	70	7	19	
1.26555	-2.73445	3	45	7	13	
-5.02791	9.62912	2	9	7	31	
16.0315	1.10528	3	1	7	42	
16.0756	-10	7	0	7	7	
2	12.9892	1	-90	7	1	


-21.3903	-15.0825	5	70	7	19	
1.47768	-2.52232	3	45	7	13	
-4.83037	9.6604	2	9	7	31	
16.3314	1.11052	3	1	7	42	
16.7756	-10	7	0	7	7	
2	12.8892	1	-90	7	1	


-21.2193	-14.6126	5	70	7	19	
1.68982	-2.31018	3	45	7	13	
-4.63284	9.69169	2	9	7	31	
16.6314	1.11575	3	1	7	42	
17.4756	-10	7	0	7	7	
2	12.7892	1	-90	7	1	


-21.0483	-14.1428	5	70	7	19	
1.90195	-2.09805	3	45	7	13	
-4.4353	9.72298	2	9	7	31	
16.9313	1.12099	3	1	7	42	
18.1756	-10	7	0	7	7	
2	12.6892	1	-90	7	1	


-21.0312	-14.0958	5	70	7	19	
1.92316	-2.07684	3	45	7	13	
-4.41555	9.72611	2	9	7	31	
16.9613	1.12151	3	1	7	42	
18.2456	-10	7	0	7	7	
2	12.6792	1	-90	7	1	


-21.0141	-14.0488	5	70	7	19	
1.94437	-2.05563	3	45	7	13	
-4.39579	9.72923	2	9	7	31	
16.9913	1.12203	3	1	7	42	
18.3156	-10	7	0	7	7	
2	12.6692	1	-90	7	1	


-20.997	-14.0018	5	70	7	19	
1.96559	-2.03441	3	45	7	13	
-4.37604	9.73236	2	9	7	31	
17.0213	1.12256	3	1	7	42	
18.3856	-10	7	0	7	7	
2	12.6592	1	-90	7	1	


-20.9799	-13.9549	5	70	7	19	
1.9868	-2.0132	3	45	7	13	
-4.35628	9.73549	2	9	7	31	
17.0513	1.12308	3	1	7	42	
18.4556	-10	7	0	7	7	
2	12.6492	1	-90	7	1	


-20.9782	-13.9502	5	70	7	19	
1.98892	-2.01108	3	45	7	13	
-4.35431	9.73581	2	9	7	31	
17.0543	1.12313	3	1	7	42	
18.4626	-10	7	0	7	7	
2	12.6482	1	-90	7	1	


-20.9765	-13.9455	5	70	7	19	
1.99104	-2.00896	3	45	7	13	
-4.35233	9.73612	2	9	7	31	
17.0573	1.12319	3	1	7	42	
18.4696	-10	7	0	7	7	
2	12.6472	1	-90	7	1	


-20.9748	-13.9408	5	70	7	19	
1.99316	-2.00684	3	45	7	13	
-4.35036	9.73643	2	9	7	31	
17.0603	1.12324	3	1	7	42	
18.4766	-10	7	0	7	7	
2	12.6462	1	-90	7	1	


-20.9731	-13.9361	5	70	7	19	
1.99529	-2.00471	3	45	7	13	
-4.34838	9.73674	2	9	7	31	
17.0633	1.12329	3	1	7	42	
18.4836	-10	7	0	7	7	
2	12.6452	1	-90	7	1	


-20.9713	-13.9314	5	70	7	19	
1.99741	-2.00259	3	45	7	13	
-4.34641	9.73706	2	9	7	31	
17.0663	1.12334	3	1	7	42	
18.4906	-10	7	0	7	7	
2	12.6442	1	-90	7	1	


-20.9696	-13.9267	5	70	7	19	
1.99953	-2.00047	3	45	7	13	
-4.34443	9.73737	2	9	7	31	
17.0693	1.1234	3	1	7	42	
18.4976	-10	7	0	7	7	
2	12.6432	1	-90	7	1	


-20.9695	-13.9262	5	70	7	19	
1.99974	-2.00026	3	45	7	13	
-4.34423	9.7374	2	9	7	31	
17.0696	1.1234	3	1	7	42	
18.4983	-10	7	0	7	7	
2	12.6431	1	-90	7	1	


-20.9693	-13.9257	5	70	7	19	
1.99995	-2.00005	3	45	7	13	
-4.34404	9.73743	2	9	7	31	
17.0699	1.12341	3	1	7	42	
18.499	-10	7	0	7	7	
2	12.643	1	-90	7	1	


-20.9691	-13.9253	5	70	7	19	
2.00016	-1.99984	3	45	7	13	
-4.34384	9.73746	2	9	7	31	
17.0702	1.12341	3	1	7	42	
18.4997	-10	7	0	7	7	
2	12.6429	1	-90	7	1	


-20.969	-13.9248	5	70	7	19	
2.00038	-1.99962	3	45	7	13	
-4.34364	9.73749	2	9	7	31	
17.0705	1.12342	3	1	7	42	
18.5004	-10	7	0	7	7	
2	12.6428	1	-90	7	1	


-20.9672	-13.9201	5	70	7	19	
2.0025	-1.9975	3	45	7	13	
-4.34167	9.73781	2	9	7	31	
17.0735	1.12347	3	1	7	42	
18.5074	-10	7	0	7	7	
2	12.6418	1	-90	7	1	


-20.9501	-13.8731	5	70	7	19	
2.02371	-1.97629	3	45	7	13	
-4.32191	9.74094	2	9	7	31	
17.1035	1.12399	3	1	7	42	
18.5774	-10	7	0	7	7	
2	12.6318	1	-90	7	1	


-20.7791	-13.4033	5	70	7	19	
2.23584	-1.76416	3	45	7	13	
-4.12438	9.77222	2	9	7	31	
17.4035	1.12923	3	1	7	42	
19.2774	-10	7	0	7	7	
2	12.5318	1	-90	7	1	


-20.6081	-12.9334	5	70	7	19	
2.44797	-1.55203	3	45	7	13	
-3.92684	9.80351	2	9	7	31	
17.7034	1.13446	3	1	7	42	
19.9774	-10	7	0	7	7	
2	12.4318	1	-90	7	1	


-20.4371	-12.4636	5	70	7	19	
2.66011	-1.33989	3	45	7	13	
-3.7293	9.8348	2	9	7	31	
18.0034	1.1397	3	1	7	42	
20.6774	-10	7	0	7	7	
2	12.3318	1	-90	7	1	


-20.2661	-11.9937	5	70	7	19	
2.87224	-1.12776	3	45	7	13	
-3.53176	9.86608	2	9	7	31	
18.3033	1.14494	3	1	7	42	
21.3774	-10	7	0	7	7	
2	12.2318	1	-90	7	1	


-20.0951	-11.5239	5	70	7	19	
3.08437	-0.915629	3	45	7	13	
-3.33422	9.89737	2	9	7	31	
18.6033	1.15017	3	1	7	42	
22.0774	-10	7	0	7	7	
2	12.1318	1	-90	7	1	


-19.9241	-11.054	5	70	7	19	
3.2965	-0.703497	3	45	7	13	
-3.13669	9.92866	2	9	7	31	
18.9032	1.15541	3	1	7	42	
22.7774	-10	7	0	7	7	
2	12.0318	1	-90	7	1	


-19.7531	-10.5842	5	70	7	19	
3.50864	-0.491365	3	45	7	13	
-2.93915	9.95994	2	9	7	31	
19.2032	1.16064	3	1	7	42	
23.4774	-10	7	0	7	7	
2	11.9318	1	-90	7	1	


-19.5821	-10.1143	5	70	7	19	
3.72077	-0.279233	3	45	7	13	
-2.74161	9.99123	2	9	7	31	
19.5032	1.16588	3	1	7	42	
24.1774	-10	7	0	7	7	
2	11.8318	1	-90	7	1	


-19.565	-10.0673	5	70	7	19	
3.74198	-0.25802	3	45	7	13	
-2.72186	9.99436	2	9	7	31	
19.5331	1.1664	3	1	7	42	
24.2474	-10	7	0	7	7	
2	11.8218	1	-90	7	1	


-19.5479	-10.0204	5	70	7	19	
3.76319	-0.236806	3	45	7	13	
-2.7021	9.99749	2	9	7	31	
19.5631	1.16693	3	1	7	42	
24.3174	-10	7	0	7	7	
2	11.8118	1	-90	7	1	


-19.5461	-10.0157	5	70	7	19	
3.76531	-0.234685	3	45	7	13	
-2.70013	9.9978	2	9	7	31	
19.5661	1.16698	3	1	7	42	
24.3244	-10	7	0	7	7	
2	11.8108	1	-90	7	1	


-19.5444	-10.011	5	70	7	19	
3.76744	-0.232564	3	45	7	13	
-2.69815	9.99811	2	9	7	31	
19.5691	1.16703	3	1	7	42	
24.3314	-10	7	0	7	7	
2	11.8098	1	-90	7	1	


-19.5427	-10.0063	5	70	7	19	
3.76956	-0.230443	3	45	7	13	
-2.69618	9.99843	2	9	7	31	
19.5721	1.16708	3	1	7	42	
24.3384	-10	7	0	7	7	
2	11.8088	1	-90	7	1	


-19.541	-10.0016	5	70	7	19	
3.77168	-0.228321	3	45	7	13	
-2.6942	9.99874	2	9	7	31	
19.5751	1.16713	3	1	7	42	
24.3454	-10	7	0	7	7	
2	11.8078	1	-90	7	1	


-19.5408	-10.0011	5	70	7	19	
3.77189	-0.228109	3	45	7	13	
-2.69401	9.99877	2	9	7	31	
19.5754	1.16714	3	1	7	42	
24.3461	-10	7	0	7	7	
2	11.8077	1	-90	7	1	


-19.5407	-10.0006	5	70	7	19	
3.7721	-0.227897	3	45	7	13	
-2.69381	9.9988	2	9	7	31	
19.5757	1.16715	3	1	7	42	
24.3468	-10	7	0	7	7	
2	11.8076	1	-90	7	1	


-19.5405	-10.0002	5	70	7	19	
3.77232	-0.227685	3	45	7	13	
-2.69361	9.99883	2	9	7	31	
19.576	1.16715	3	1	7	42	
24.3475	-10	7	0	7	7	
2	11.8075	1	-90	7	1	


-19.5403	-9.99969	5	70	7	19	
3.77253	-0.227473	3	45	7	13	
-2.69341	9.99887	2	9	7	31	
19.5763	1.16716	3	1	7	42	
24.3482	-10	7	0	7	7	
2	11.8074	1	-90	7	1	


-19.5386	-9.99499	5	70	7	19	
3.77465	-0.225351	3	45	7	13	
-2.69144	9.99918	2	9	7	31	
19.5793	1.16721	3	1	7	42	
24.3552	-10	7	0	7	7	
2	11.8064	1	-90	7	1	


-19.5215	-9.948	5	70	7	19	
3.79586	-0.204138	3	45	7	13	
-2.67168	10.0023	2	9	7	31	
19.6093	1.16773	3	1	7	42	
24.4252	-10	7	0	7	7	
2	11.7964	1	-90	7	1	


-19.3505	-9.47816	5	70	7	19	
4.00799	0.00799389	3	45	7	13	
-2.47415	10.0336	2	9	7	31	
19.9093	1.17297	3	1	7	42	
25.1252	-10	7	0	7	7	
2	11.6964	1	-90	7	1	


-19.1795	-9.00831	5	70	7	19	
4.22013	0.220126	3	45	7	13	
-2.27661	10.0649	2	9	7	31	
20.2092	1.1782	3	1	7	42	
25.8252	-10	7	0	7	7	
2	11.5964	1	-90	7	1	


-19.0085	-8.53846	5	70	7	19	
4.43226	0.432258	3	45	7	13	
-2.07907	10.0962	2	9	7	31	
20.5092	1.18344	3	1	7	42	
26.5252	-10	7	0	7	7	
2	11.4964	1	-90	7	1	


-18.8375	-8.06862	5	70	7	19	
4.64439	0.64439	3	45	7	13	
-1.88153	10.1275	2	9	7	31	
20.8092	1.18867	3	1	7	42	
27.2252	-10	7	0	7	7	
2	11.3964	1	-90	7	1	


-18.8204	-8.02163	5	70	7	19	
4.6656	0.665603	3	45	7	13	
-1.86178	10.1306	2	9	7	31	
20.8391	1.1892	3	1	7	42	
27.2952	-10	7	0	7	7	
2	11.3864	1	-90	7	1	


-18.8033	-7.97465	5	70	7	19	
4.68682	0.686816	3	45	7	13	
-1.84203	10.1337	2	9	7	31	
20.8691	1.18972	3	1	7	42	
27.3652	-10	7	0	7	7	
2	11.3764	1	-90	7	1	


-18.7862	-7.92766	5	70	7	19	
4.70803	0.70803	3	45	7	13	
-1.82227	10.1368	2	9	7	31	
20.8991	1.19025	3	1	7	42	
27.4352	-10	7	0	7	7	
2	11.3664	1	-90	7	1	


-18.7845	-7.92297	5	70	7	19	
4.71015	0.710151	3	45	7	13	
-1.8203	10.1372	2	9	7	31	
20.9021	1.1903	3	1	7	42	
27.4422	-10	7	0	7	7	
2	11.3654	1	-90	7	1	


-18.7828	-7.91827	5	70	7	19	
4.71227	0.712272	3	45	7	13	
-1.81832	10.1375	2	9	7	31	
20.9051	1.19035	3	1	7	42	
27.4492	-10	7	0	7	7	
2	11.3644	1	-90	7	1	


-18.781	-7.91357	5	70	7	19	
4.71439	0.714394	3	45	7	13	
-1.81635	10.1378	2	9	7	31	
20.9081	1.1904	3	1	7	42	
27.4562	-10	7	0	7	7	
2	11.3634	1	-90	7	1	


-18.7793	-7.90887	5	70	7	19	
4.71651	0.716515	3	45	7	13	
-1.81437	10.1381	2	9	7	31	
20.9111	1.19045	3	1	7	42	
27.4632	-10	7	0	7	7	
2	11.3624	1	-90	7	1	


-18.7776	-7.90417	5	70	7	19	
4.71864	0.718636	3	45	7	13	
-1.81239	10.1384	2	9	7	31	
20.9141	1.19051	3	1	7	42	
27.4702	-10	7	0	7	7	
2	11.3614	1	-90	7	1	


-18.7759	-7.89947	5	70	7	19	
4.72076	0.720758	3	45	7	13	
-1.81042	10.1387	2	9	7	31	
20.9171	1.19056	3	1	7	42	
27.4772	-10	7	0	7	7	
2	11.3604	1	-90	7	1	


-18.7757	-7.899	5	70	7	19	
4.72097	0.72097	3	45	7	13	
-1.81022	10.1387	2	9	7	31	
20.9174	1.19056	3	1	7	42	
27.4779	-10	7	0	7	7	
2	11.3603	1	-90	7	1	


-18.7756	-7.89853	5	70	7	19	
4.72118	0.721182	3	45	7	13	
-1.81002	10.1388	2	9	7	31	
20.9177	1.19057	3	1	7	42	
27.4786	-10	7	0	7	7	
2	11.3602	1	-90	7	1	


-18.7754	-7.89806	5	70	7	19	
4.72139	0.721394	3	45	7	13	
-1.80983	10.1388	2	9	7	31	
20.918	1.19058	3	1	7	42	
27.4793	-10	7	0	7	7	
2	11.3601	1	-90	7	1	


-18.7754	-7.89806	5	70	7	19	
4.72139	0.721394	3	45	7	13	
-1.80983	10.1388	0.52345	-126.578	7	31	
20.918	1.19058	3	1	7	42	
27.4793	-10	7	0	7	7	
2	11.3601	2.08648	-9.3811	7	1	


-18.7752	-7.89759	5	70	7	19	
4.72161	0.721606	3	45	7	13	
-1.80986	10.1388	0.52345	-126.578	7	31	
20.9183	1.19058	3	1	7	42	
27.48	-10	7	0	7	7	
2.00021	11.3601	2.08648	-9.3811	7	1	


-18.7735	-7.8929	5	70	7	19	
4.72373	0.723727	3	45	7	13	
-1.81017	10.1383	0.52345	-126.578	7	31	
20.9213	1.19063	3	1	7	42	
27.487	-10	7	0	7	7	
2.00226	11.3597	2.08648	-9.3811	7	1	


-18.7564	-7.84591	5	70	7	19	
4.74494	0.744941	3	45	7	13	
-1.81329	10.1341	0.52345	-126.578	7	31	
20.9513	1.19116	3	1	7	42	
27.557	-10	7	0	7	7	
2.02285	11.3563	2.08648	-9.3811	7	1	


-18.5854	-7.37606	5	70	7	19	
4.95707	0.957073	3	45	7	13	
-1.84448	10.0921	0.52345	-126.578	7	31	
21.2513	1.19639	3	1	7	42	
28.257	-10	7	0	7	7	
2.22871	11.3223	2.08648	-9.3811	7	1	


-18.4144	-6.90622	5	70	7	19	
5.1692	1.1692	3	45	7	13	
-1.87567	10.0501	0.52345	-126.578	7	31	
21.5512	1.20163	3	1	7	42	
28.957	-10	7	0	7	7	
2.43457	11.2883	2.08648	-9.3811	7	1	


-18.3973	-6.85923	5	70	7	19	
5.19042	1.19042	3	45	7	13	
-1.87879	10.0459	0.52345	-126.578	7	31	
21.5812	1.20215	3	1	7	42	
29.027	-10	7	0	7	7	
2.45515	11.2849	2.08648	-9.3811	7	1	


-18.3956	-6.85454	5	70	7	19	
5.19254	1.19254	3	45	7	13	
-1.87911	10.0455	0.52345	-126.578	7	31	
21.5842	1.2022	3	1	7	42	
29.034	-10	7	0	7	7	
2.45721	11.2846	2.08648	-9.3811	7	1	


-18.3939	-6.84984	5	70	7	19	
5.19466	1.19466	3	45	7	13	
-1.87942	10.045	0.52345	-126.578	7	31	
21.5872	1.20226	3	1	7	42	
29.041	-10	7	0	7	7	
2.45927	11.2842	2.08648	-9.3811	7	1	


-18.3922	-6.84514	5	70	7	19	
5.19678	1.19678	3	45	7	13	
-1.87973	10.0446	0.52345	-126.578	7	31	
21.5902	1.20231	3	1	7	42	
29.048	-10	7	0	7	7	
2.46133	11.2839	2.08648	-9.3811	7	1	


-18.3905	-6.84044	5	70	7	19	
5.1989	1.1989	3	45	7	13	
-1.88004	10.0442	0.52345	-126.578	7	31	
21.5932	1.20236	3	1	7	42	
29.055	-10	7	0	7	7	
2.46339	11.2835	2.08648	-9.3811	7	1	


-18.3888	-6.83574	5	70	7	19	
5.20102	1.20102	3	45	7	13	
-1.88035	10.0438	0.52345	-126.578	7	31	
21.5962	1.20241	3	1	7	42	
29.062	-10	7	0	7	7	
2.46544	11.2832	2.08648	-9.3811	7	1	


-18.3886	-6.83527	5	70	7	19	
5.20124	1.20124	3	45	7	13	
-1.88038	10.0437	0.52345	-126.578	7	31	
21.5965	1.20242	3	1	7	42	
29.0627	-10	7	0	7	7	
2.46565	11.2832	2.08648	-9.3811	7	1	


-18.3884	-6.8348	5	70	7	19	
5.20145	1.20145	3	45	7	13	
-1.88042	10.0437	0.52345	-126.578	7	31	
21.5968	1.20242	3	1	7	42	
29.0634	-10	7	0	7	7	
2.46586	11.2831	2.08648	-9.3811	7	1	


-18.3882	-6.83433	5	70	7	19	
5.20166	1.20166	3	45	7	13	
-1.88045	10.0436	0.52345	-126.578	7	31	
21.5971	1.20243	3	1	7	42	
29.0641	-10	7	0	7	7	
2.46606	11.2831	2.08648	-9.3811	7	1	


-18.3881	-6.83386	5	70	7	19	
5.20187	1.20187	3	45	7	13	
-1.88048	10.0436	0.52345	-126.578	7	31	
21.5974	1.20243	3	1	7	42	
29.0648	-10	7	0	7	7	
2.46627	11.2831	2.08648	-9.3811	7	1	


-18.3879	-6.83339	5	70	7	19	
5.20209	1.20209	3	45	7	13	
-1.88051	10.0436	0.52345	-126.578	7	31	
21.5977	1.20244	3	1	7	42	
29.0655	-10	7	0	7	7	
2.46647	11.283	2.08648	-9.3811	7	1	


-18.3877	-6.83292	5	70	7	19	
5.2023	1.2023	3	45	7	13	
-1.88054	10.0435	0.52345	-126.578	7	31	
21.598	1.20244	3	1	7	42	
29.0662	-10	7	0	7	7	
2.46668	11.283	2.08648	-9.3811	7	1	


-18.3876	-6.83245	5	70	7	19	
5.20251	1.20251	3	45	7	13	
-1.88057	10.0435	0.52345	-126.578	7	31	
21.5983	1.20245	3	1	7	42	
29.0669	-10	7	0	7	7	
2.46688	11.283	2.08648	-9.3811	7	1	


-18.3874	-6.83198	5	70	7	19	
5.20272	1.20272	3	45	7	13	
-1.8806	10.0434	0.52345	-126.578	7	31	
21.5986	1.20245	3	1	7	42	
29.0676	-10	7	0	7	7	
2.46709	11.2829	2.08648	-9.3811	7	1	


-18.3857	-6.82728	5	70	7	19	
5.20484	1.20484	3	45	7	13	
-1.88092	10.043	0.52345	-126.578	7	31	
21.6016	1.20251	3	1	7	42	
29.0746	-10	7	0	7	7	
2.46915	11.2826	2.08648	-9.3811	7	1	


-18.3686	-6.7803	5	70	7	19	
5.22606	1.22606	3	45	7	13	
-1.88403	10.0388	0.52345	-126.578	7	31	
21.6316	1.20303	3	1	7	42	
29.1446	-10	7	0	7	7	
2.48974	11.2792	2.08648	-9.3811	7	1	


-18.1976	-6.31045	5	70	7	19	
5.43819	1.43819	3	45	7	13	
-1.91523	9.99677	0.52345	-126.578	7	31	
21.9316	1.20827	3	1	7	42	
29.8446	-10	7	0	7	7	
2.69559	11.2452	2.08648	-9.3811	7	1	


-16.4875	-1.61199	5	70	7	19	
7.55951	3.55951	3	45	7	13	
-2.22716	9.57642	0.52345	-126.578	7	31	
24.9311	1.26062	3	1	7	42	
36.8446	-10	7	0	7	7	
4.75417	10.9051	2.08648	-9.3811	7	1	


-16.3165	-1.14214	5	70	7	19	
7.77164	3.77164	3	45	7	13	
-2.25835	9.53438	0.52345	-126.578	7	31	
25.2311	1.26586	3	1	7	42	
37.5446	-10	7	0	7	7	
